35,34.28571429,14.28571429,50.83,0.153846154,1,0,0,26,-1,True,False,False,False,False,False,False,False,False,False,True
25,20.0,0.0,40.02,0.0,1,0,1,0,0,True,False,False,False,False,False,False,False,False,False,True
17,64.70588235,35.29411765,48.78,0.25,1,0,0,8,-17,False,False,False,False,False,True,False,True,False,False,False
43,13.95348837,9.302325581,66.11,0.25,1,0,0,8,0,False,True,False,False,False,False,False,False,True,False,False
44,15.90909091,0.0,51.01,0.0,0,0,0,0,-16,False,True,False,False,False,False,False,False,True,False,False
16,0.0,0.0,46.25,0.0,0,0,0,0,-5,False,False,False,False,False,False,True,False,True,False,False
0,0.0,0.0,54.56,0.026086957,0,0,0,345,-27,True,False,False,False,False,False,False,False,False,True,False
41,24.3902439,0.0,40.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
0,0.0,0.0,51.57,0.0,0,0,0,0,-1,False,False,False,False,False,False,True,False,False,True,False
21,19.04761905,4.761904762,41.45,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
45,11.11111111,2.222222222,59.66,0.034883721,1,0,0,86,-14,False,False,False,False,False,True,False,False,False,True,False
30,56.66666667,10.0,57.67,0.142857143,1,0,0,14,-1,False,True,False,False,False,False,False,False,True,False,False
0,0.0,0.0,53.16,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False
30,10.0,10.0,51.76,0.0,1,0,0,0,-1,False,False,False,False,True,False,False,False,True,False,False
26,57.69230769,15.38461538,61.97,0.0,1,1,0,0,-1,False,True,False,False,False,False,False,False,False,False,True
39,20.51282051,0.0,68.11,0.007782101,0,0,0,257,-1,False,True,False,False,False,False,False,False,False,True,False
45,4.444444444,0.0,53.97,0.0,0,0,0,0,-1,False,False,False,False,True,False,False,False,True,False,False
0,0.0,0.0,21.15,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False
0,0.0,0.0,48.18,0.112195122,1,0,0,205,-854,False,False,False,False,False,False,True,False,False,True,False
4,100.0,50.0,40.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False
32,0.0,0.0,40.02,0.0,1,1,0,0,0,False,False,False,False,True,False,False,False,True,False,False
47,25.53191489,12.76595745,142.37,0.0634920634920635,1,0,1,63,-470,True,False,False,False,False,False,False,False,True,False,False
43,18.60465116,4.651162791,56.02,0.5,1,0,0,4,0,False,False,True,False,False,False,False,True,False,False,False
33,84.84848485,0.0,57.23,0.0,0,0,0,0,-1,False,True,False,False,False,False,False,False,False,True,False
33,87.87878788,3.03030303,56.08,0.0,1,0,0,0,-121,False,True,False,False,False,False,False,False,False,True,False
45,0.0,0.0,103.56,0.181818182,1,0,0,11,-2,True,False,False,False,False,False,False,False,False,False,True
36,0.0,0.0,102.5,0.0,0,0,0,0,-63,False,False,False,True,False,False,False,False,False,False,True
46,8.695652174,4.347826087,189.48,0.053797468,0,0,0,316,-205,False,False,False,False,False,False,True,False,True,False,False
59,64.40677966,30.50847458,80.71,0.174603175,1,0,1,126,-14,False,False,False,False,True,False,False,False,False,False,True
46,2.173913043,0.0,37.94,0.045454545,1,1,0,66,0,False,False,False,False,False,True,False,False,True,False,False
36,2.777777778,2.777777778,40.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
37,13.51351351,0.0,42.32,0.011477762,1,0,0,697,0,False,False,False,False,False,True,False,False,False,True,False
0,0.0,0.0,58.22,0.004366812,1,0,0,916,-193,True,False,False,False,False,False,False,False,True,False,False
43,27.90697674,2.325581395,67.77,0.015345269,0,0,0,391,-1,False,False,False,False,False,False,True,False,True,False,False
0,0.0,0.0,26.09,0.0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False
8,25.0,0.0,63.38,0.0,1,0,0,0,-3,False,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,71.67,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,True,False
27,22.22222222,11.11111111,38.0,0.095238095,1,0,0,21,-4,False,False,False,False,False,True,False,False,False,False,True
36,11.11111111,2.777777778,62.1,0.0,0,0,0,0,5,False,False,False,True,False,False,False,False,False,False,True
0,0.0,0.0,64.79,0.109090909,0,0,0,55,-66,False,False,False,False,False,True,False,False,False,True,False
15,13.33333333,0.0,38.01,0.181818182,1,1,0,11,0,False,False,False,False,False,False,True,False,True,False,False
40,40.0,15.0,124.64,0.008532423,0,0,0,586,0,False,False,False,False,False,False,True,False,True,False,False
31,0.0,0.0,27.34,0.057142857,1,0,0,35,0,False,False,False,False,True,False,False,False,True,False,False
45,0.0,0.0,54.49,0.0,0,0,0,0,-37,False,False,False,False,False,False,True,False,True,False,False
35,25.71428571,11.42857143,37.94,0.088235294,1,1,0,34,-1,False,False,False,False,False,False,True,False,True,False,False
40,5.0,2.5,56.95,0.030769231,0,0,0,260,-659,False,False,False,False,False,True,False,False,False,True,False
33,0.0,0.0,50.88,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
37,51.35135135,21.62162162,61.38,0.0,1,0,0,0,-122,False,True,False,False,False,False,False,True,False,False,False
24,95.83333333,0.0,87.33,0.0,1,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False
